"Commodity-wise, Market-wise Daily Report for State (Market Category wise) on: 05-Jun-2026 for State : Madhya Pradesh, Market Category : All Categories"

Market,Arrivals,Unit of Arrivals,Variety,Minimum Prices,Maximum Prices,Modal Prices,Unit of Price
Commodity Group Name : Cereals
Commodity Name : Bajra(Pearl Millet/Cumbu)
Chaurai APMC,9.155,Metric Tonnes,Yellow,6500.0,6500.0,6500.0,Rs./Quintal
,10.200000000000001,Metric Tonnes,Soyabeen,6250.0,6500.0,6500.0,Rs./Quintal
Chhatarpur APMC,10.9,Metric Tonnes,Soyabeen,6840.0,6900.0,6850.0,Rs./Quintal
Chhindwara APMC,113.34100000000001,Metric Tonnes,Soyabeen,6000.0,6705.0,6400.0,Rs./Quintal
Damoh APMC,31.739,Metric Tonnes,Soyabeen,4280.0,6350.0,6300.0,Rs./Quintal
Dewas APMC,2920.187,Metric Tonnes,Soyabeen,1601.0,7530.0,6700.0,Rs./Quintal
Dhamnod APMC,6.609000000000001,Metric Tonnes,Soyabeen,6005.0,7205.0,6940.0,Rs./Quintal
Dhar APMC,179.59300000000002,Metric Tonnes,Soyabeen,1800.0,7152.0,6500.0,Rs./Quintal
Gadarwada APMC,4.505,Metric Tonnes,Soyabeen,5000.0,7080.0,7000.0,Rs./Quintal
Gairatganj APMC,0.665,Metric Tonnes,Soyabeen,6500.0,7100.0,7100.0,Rs./Quintal
,0.39,Metric Tonnes,Soyabeen,6500.0,6500.0,6500.0,Rs./Quintal
Gandhwani APMC,5.122,Metric Tonnes,Soyabeen,6050.0,6100.0,6100.0,Rs./Quintal
Ganjbasoda APMC,217.67700000000002,Metric Tonnes,Soyabeen,3600.0,7800.0,6300.0,Rs./Quintal
Garhakota APMC,10.312000000000001,Metric Tonnes,Soyabeen,5165.0,6400.0,6400.0,Rs./Quintal
,3.5700000000000003,Metric Tonnes,Soyabeen,6205.0,6205.0,6205.0,Rs./Quintal
Gorakhpur APMC,71.25,Metric Tonnes,Yellow,5800.0,6200.0,6000.0,Rs./Quintal
Guna APMC,37.696,Metric Tonnes,Soyabeen,2650.0,6860.0,6860.0,Rs./Quintal
Haatpipliya APMC,23.53,Metric Tonnes,Soyabeen,3401.0,6690.0,6576.0,Rs./Quintal
Harda APMC,65.558,Metric Tonnes,Yellow,1400.0,6741.0,6675.0,Rs./Quintal
Harsood APMC,11.474,Metric Tonnes,Yellow,3800.0,6490.0,5976.0,Rs./Quintal
Ichhawar APMC,28.605000000000004,Metric Tonnes,Soyabeen,4680.0,6701.0,6601.0,Rs./Quintal
Indore APMC,219.26700000000002,Metric Tonnes,Soyabeen,1600.0,7015.0,6800.0,Rs./Quintal
Itarsi APMC,6.315,Metric Tonnes,Soyabeen,5000.0,6501.0,6501.0,Rs./Quintal
Jaora APMC,290.17800000000005,Metric Tonnes,Soyabeen,1901.0,7700.0,6700.0,Rs./Quintal
Jeerapur APMC,9.622,Metric Tonnes,Soyabeen,5695.0,6755.0,6755.0,Rs./Quintal
Kalapipal APMC,67.73700000000001,Metric Tonnes,Yellow,4601.0,7752.0,6900.0,Rs./Quintal
Kannod APMC,5.7860000000000005,Metric Tonnes,Soyabeen,5000.0,6700.0,6000.0,Rs./Quintal
Kareli APMC,29.79,Metric Tonnes,Soyabeen,3500.0,7725.0,6000.0,Rs./Quintal
Khachrod APMC,57.06100000000001,Metric Tonnes,Soyabeen,4076.0,6750.0,6400.0,Rs./Quintal
Khandwa APMC,144.385,Metric Tonnes,Yellow,3000.0,6770.0,6000.0,Rs./Quintal
,4.305,Metric Tonnes,Soyabeen,6380.0,6550.0,6550.0,Rs./Quintal
Khargone APMC,40.389,Metric Tonnes,Soyabeen,5900.0,6766.0,6400.0,Rs./Quintal
Khategaon APMC,32.403,Metric Tonnes,Soyabeen,3700.0,6750.0,6711.0,Rs./Quintal
Khetia APMC,2.19,Metric Tonnes,Soyabeen,6700.0,6700.0,6700.0,Rs./Quintal
Khilchipur APMC,0.049,Metric Tonnes,Soyabeen,6245.0,6245.0,6245.0,Rs./Quintal
Khirakiya APMC,33.322,Metric Tonnes,Yellow,3001.0,6740.0,6740.0,Rs./Quintal
,18.552000000000003,Metric Tonnes,Soyabeen,3001.0,6741.0,6501.0,Rs./Quintal
Khujner APMC,6.647,Metric Tonnes,Soyabeen,2900.0,6955.0,6955.0,Rs./Quintal
Khurai APMC,0.33,Metric Tonnes,Black,6400.0,6400.0,6400.0,Rs./Quintal
,27.104000000000003,Metric Tonnes,Soyabeen,4400.0,6650.0,6165.0,Rs./Quintal
Kolaras APMC,17.788,Metric Tonnes,Soyabeen,3500.0,6680.0,6435.0,Rs./Quintal
,18.159000000000002,Metric Tonnes,Soyabeen,3900.0,6740.0,6400.0,Rs./Quintal
Kukshi APMC,33.62,Metric Tonnes,Soyabeen,5380.0,7000.0,7000.0,Rs./Quintal
Kumbhraj APMC,2.16,Metric Tonnes,Soyabeen,6405.0,6530.0,6530.0,Rs./Quintal
Kurawar APMC,224.42700000000002,Metric Tonnes,Soyabeen,2205.0,7200.0,6700.0,Rs./Quintal
Lateri APMC,0.657,Metric Tonnes,Soyabeen,6400.0,6455.0,6455.0,Rs./Quintal
Loharda APMC,0.28700000000000003,Metric Tonnes,Soyabeen,6400.0,6600.0,6600.0,Rs./Quintal
Machalpur APMC,0.06899999999999999,Metric Tonnes,Soyabeen,6425.0,6425.0,6425.0,Rs./Quintal
Mahidpur APMC,1.115,Metric Tonnes,Soyabeen,4575.0,6556.0,6556.0,Rs./Quintal
,53.50900000000001,Metric Tonnes,Soyabeen,3115.0,7020.0,6716.0,Rs./Quintal
Maksudangarh APMC,1.0230000000000001,Metric Tonnes,Soyabeen,5505.0,6590.0,6590.0,Rs./Quintal
,10.544,Metric Tonnes,Soyabeen,3000.0,6710.0,6710.0,Rs./Quintal
Manasa APMC,148.005,Metric Tonnes,Soyabeen,802.0,6845.0,6200.0,Rs./Quintal
Manawar APMC,0.126,Metric Tonnes,Soyabeen,6325.0,6325.0,6325.0,Rs./Quintal
Mandsaur APMC,209.07500000000002,Metric Tonnes,Soyabeen,1000.0,8700.0,6200.0,Rs./Quintal
,81.406,Metric Tonnes,Soyabeen,1501.0,8700.0,6101.0,Rs./Quintal
Mhow APMC,7.601000000000001,Metric Tonnes,Soyabeen,1500.0,6376.0,6376.0,Rs./Quintal
,178.22500000000002,Metric Tonnes,Soyabeen,3700.0,7860.0,6600.0,Rs./Quintal
Momanbadodiya APMC,0.2,Metric Tonnes,Soyabeen,3000.0,3000.0,3000.0,Rs./Quintal
Mungawali APMC,5.0760000000000005,Metric Tonnes,Soyabeen,5805.0,7205.0,6325.0,Rs./Quintal
Nagda APMC,18.098,Metric Tonnes,Soyabeen,3350.0,7180.0,6350.0,Rs./Quintal
,14.514,Metric Tonnes,Soyabeen,3900.0,6920.0,6550.0,Rs./Quintal
Nalkehda APMC,16.637,Metric Tonnes,Soyabeen,3000.0,6865.0,6500.0,Rs./Quintal
Narsinghgarh APMC,59.18200000000001,Metric Tonnes,Soyabeen,2000.0,6865.0,6700.0,Rs./Quintal
Narsinghpur APMC,2.67,Metric Tonnes,Yellow,4501.0,5500.0,5400.0,Rs./Quintal
,1.05,Metric Tonnes,Yellow,5500.0,6090.0,6090.0,Rs./Quintal
Nasrullaganj APMC,0.6160000000000001,Metric Tonnes,Soyabeen,6400.0,6490.0,6490.0,Rs./Quintal
,1.5210000000000001,Metric Tonnes,Soyabeen,6201.0,6451.0,6451.0,Rs./Quintal
Neemuch APMC,0.006,Metric Tonnes,Yellow,5450.0,5450.0,5450.0,Rs./Quintal
,304.10100000000006,Metric Tonnes,Soyabeen,1100.0,6876.0,6000.0,Rs./Quintal
Obedullaganj APMC,100.581,Metric Tonnes,Soyabeen,18.38,4355.0,4355.0,Rs./Quintal
Pachaur APMC,3.0050000000000003,Metric Tonnes,Soyabeen,6000.0,6000.0,6000.0,Rs./Quintal
Petlawad APMC,14.372,Metric Tonnes,Soyabeen,6000.0,6745.0,6745.0,Rs./Quintal
Pipariya APMC,1.0,Metric Tonnes,Soyabeen,6170.0,6170.0,6170.0,Rs./Quintal
Piplya APMC,14.451,Metric Tonnes,Soyabeen,2540.0,6800.0,6400.0,Rs./Quintal
Pohari APMC,9.634,Metric Tonnes,Soyabeen,6060.0,6400.0,6155.0,Rs./Quintal
Rajgarh APMC,5.0,Metric Tonnes,Soyabeen,6400.0,6500.0,6500.0,Rs./Quintal
,77.411,Metric Tonnes,Yellow,3200.0,7000.0,6500.0,Rs./Quintal
Ratlam APMC,192.132,Metric Tonnes,Soyabeen,1000.0,6876.0,6500.0,Rs./Quintal
Sagar APMC,108.12100000000001,Metric Tonnes,Soyabeen,4565.0,6875.0,6000.0,Rs./Quintal
Sailana APMC,48.791000000000004,Metric Tonnes,Soyabeen,2390.0,8001.0,6450.0,Rs./Quintal
Sanwer APMC,106.03,Metric Tonnes,Soyabeen,5000.0,6975.0,5200.0,Rs./Quintal
Sarangpur APMC,1.385,Metric Tonnes,Soyabeen,6300.0,6300.0,6300.0,Rs./Quintal
,1.5250000000000001,Metric Tonnes,Yellow,6300.0,6815.0,6815.0,Rs./Quintal
,4.247,Metric Tonnes,Yellow,6056.0,6462.0,6462.0,Rs./Quintal
Sehore APMC,117.85300000000001,Metric Tonnes,Yellow,3000.0,9000.0,6500.0,Rs./Quintal
,50.994,Metric Tonnes,Yellow,5500.0,8000.0,6731.0,Rs./Quintal
,14.207,Metric Tonnes,Soyabeen,4000.0,6870.0,6600.0,Rs./Quintal
Sendhwa APMC,1.0650000000000002,Metric Tonnes,Soyabeen,6730.0,6730.0,6730.0,Rs./Quintal
Shajapur APMC,52.501000000000005,Metric Tonnes,Soyabeen,3500.0,7000.0,6735.0,Rs./Quintal
Shamgarh APMC,13.87,Metric Tonnes,Soyabeen,3200.0,6901.0,6200.0,Rs./Quintal
Shamshabad APMC,6.021000000000001,Metric Tonnes,Soyabeen,5401.0,6300.0,5401.0,Rs./Quintal
Shivpuri APMC,5.663,Metric Tonnes,Soyabeen,6205.0,6500.0,6500.0,Rs./Quintal
Shujalpur APMC,54.322,Metric Tonnes,Soyabeen,4270.0,6816.0,6816.0,Rs./Quintal
Sironj APMC,90.655,Metric Tonnes,Soyabeen,5340.0,6710.0,6200.0,Rs./Quintal
Sitmau APMC,28.076999999999998,Metric Tonnes,Yellow,3001.0,6861.0,6396.0,Rs./Quintal
Sonkatch APMC,16.817,Metric Tonnes,Soyabeen,3980.0,6825.0,6600.0,Rs./Quintal
Susner APMC,0.49500000000000005,Metric Tonnes,Soyabeen,6685.0,6685.0,6685.0,Rs./Quintal
Taal APMC,20.334000000000003,Metric Tonnes,Yellow,6301.0,6804.0,6400.0,Rs./Quintal
,20.708000000000002,Metric Tonnes,Soyabeen,5400.0,6850.0,6450.0,Rs./Quintal
Tarana APMC,24.115000000000002,Metric Tonnes,Soyabeen,2402.0,8000.0,6600.0,Rs./Quintal
Tikamgarh APMC,1.8100000000000003,Metric Tonnes,Soyabeen,5925.0,5925.0,5925.0,Rs./Quintal
Timarni APMC,7.729000000000001,Metric Tonnes,Soyabeen,5401.0,6511.0,6451.0,Rs./Quintal
Udaipura APMC,1.2300000000000002,Metric Tonnes,Soyabeen,6265.0,6485.0,6400.0,Rs./Quintal
Ujjain APMC,608.337,Metric Tonnes,Soyabeen,701.0,9800.0,6790.0,Rs./Quintal
Unhel APMC,9.177,Metric Tonnes,Soyabeen,5255.0,6760.0,6760.0,Rs./Quintal
Vidisha APMC,108.16300000000001,Metric Tonnes,Soyabeen,3200.0,7250.0,6800.0,Rs./Quintal
Commodity Name : Taramira
Mandsaur APMC,0.18500000000000003,Metric Tonnes,Taramira,5099.0,5099.0,5099.0,Rs./Quintal
Commodity Group Name : Others
Commodity Name : Gur(Jaggery)
Chaurai APMC,47.243,Metric Tonnes,Jaggery,3500.0,4101.0,4101.0,Rs./Quintal
Gotegaon APMC,6.0,Metric Tonnes,Jaggery,3300.0,3300.0,3300.0,Rs./Quintal
Kareli APMC,7.0,Metric Tonnes,Jaggery,2600.0,2600.0,2600.0,Rs./Quintal
Rewa APMC,20.450000000000003,Metric Tonnes,Jaggery,5000.0,5022.11,5022.11,Rs./Quintal
Commodity Group Name : Pulses
Commodity Name : Bengal Gram(Gram)(Whole)
A lot APMC,2.571,Metric Tonnes,Gram,5440.0,5582.0,5582.0,Rs./Quintal
Agar APMC,10.831000000000001,Metric Tonnes,Gram,5006.0,5800.0,5300.0,Rs./Quintal
Ajaygarh APMC,6.045000000000001,Metric Tonnes,Gram,5300.0,5550.0,5550.0,Rs./Quintal
Alampur APMC,8.6,Metric Tonnes,Gram,5175.0,5625.0,5625.0,Rs./Quintal
Alirajpur APMC,3.4000000000000004,Metric Tonnes,Gram,5600.0,5600.0,5600.0,Rs./Quintal
Amarpatan APMC,1.5300000000000002,Metric Tonnes,Gram,5210.0,5210.0,5210.0,Rs./Quintal
Aron APMC,50.158,Metric Tonnes,Gram,5355.0,5930.0,5500.0,Rs./Quintal
Ashoknagar APMC,220.461,Metric Tonnes,Gram,3190.0,5880.0,5720.0,Rs./Quintal
Ashta APMC,27.877,Metric Tonnes,Chana Kabuli,6000.0,7000.0,6600.0,Rs./Quintal
,59.881,Metric Tonnes,Gram,3300.0,6740.0,5670.0,Rs./Quintal
Badarwas APMC,30.080000000000002,Metric Tonnes,Gram,5280.0,5875.0,5790.0,Rs./Quintal
,45.389,Metric Tonnes,Gram,4695.0,5825.0,5595.0,Rs./Quintal
Badnagar APMC,4.91,Metric Tonnes,Gram,5300.0,5791.0,5600.0,Rs./Quintal
Badnawar APMC,0.22799999999999998,Metric Tonnes,Gram,4876.0,4876.0,4876.0,Rs./Quintal
Bagli APMC,0.1,Metric Tonnes,Gram,5650.0,5650.0,5650.0,Rs./Quintal
Baktara APMC,63.0,Metric Tonnes,Gram,5600.0,5600.0,5600.0,Rs./Quintal
Bamora APMC,16.107,Metric Tonnes,Desi (F.A.Q. Split),3000.0,5605.0,5530.0,Rs./Quintal
Banapura APMC,21.060000000000002,Metric Tonnes,Desi (F.A.Q. Split),1899.0,5682.0,5682.0,Rs./Quintal
Banda APMC,3.7,Metric Tonnes,Gram,5400.0,5400.0,5400.0,Rs./Quintal
,4.442,Metric Tonnes,Gram,5400.0,5530.0,5530.0,Rs./Quintal
Bareli APMC,32.71,Metric Tonnes,Gram,5170.0,5741.0,5640.0,Rs./Quintal
Begamganj APMC,15.172,Metric Tonnes,Gram,4925.0,5800.0,5700.0,Rs./Quintal
,13.625,Metric Tonnes,Gram,4875.0,5740.0,5735.0,Rs./Quintal
Berasia APMC,14.605000000000002,Metric Tonnes,Gram,3000.0,5680.0,5590.0,Rs./Quintal
Betul APMC,31.475,Metric Tonnes,Gram,4500.0,5750.0,5300.0,Rs./Quintal
,14.443000000000001,Metric Tonnes,Gram,5000.0,5000.0,5000.0,Rs./Quintal
Bhander APMC,33.99,Metric Tonnes,Gram,5100.0,5695.0,5640.0,Rs./Quintal
Bhikangaon APMC,7.856999999999999,Metric Tonnes,Gram,5285.0,5945.0,5945.0,Rs./Quintal
Bhind APMC,2.4000000000000004,Metric Tonnes,Gram,5200.0,5600.0,5600.0,Rs./Quintal
Bhopal APMC,9.111,Metric Tonnes,Gram,5050.0,5800.0,5800.0,Rs./Quintal
Biaora APMC,4.621,Metric Tonnes,Gram,4500.0,5715.0,5715.0,Rs./Quintal
Bina APMC,131.24,Metric Tonnes,Gram,5000.0,5675.0,5400.0,Rs./Quintal
Binaganj APMC,5.7540000000000004,Metric Tonnes,Gram,5200.0,5870.0,5870.0,Rs./Quintal
Burhanpur APMC,6.216,Metric Tonnes,Gram,5550.0,5703.0,5703.0,Rs./Quintal
,6.28,Metric Tonnes,Gram,5600.0,5600.0,5600.0,Rs./Quintal
Chaurai APMC,12.530000000000001,Metric Tonnes,Desi (F.A.Q. Split),5101.0,5651.0,5577.0,Rs./Quintal
Chhindwara APMC,15.8,Metric Tonnes,Gram,4540.0,5655.0,5515.0,Rs./Quintal
Dabra APMC,19.11,Metric Tonnes,Gram,4151.0,6047.0,5801.0,Rs./Quintal
Damoh APMC,290.15700000000004,Metric Tonnes,Gram,2000.0,5725.0,5575.0,Rs./Quintal
Datia APMC,4.3100000000000005,Metric Tonnes,Gram,5620.0,5745.0,5745.0,Rs./Quintal
Deori APMC,25.540000000000003,Metric Tonnes,Gram,5320.0,5360.0,5340.0,Rs./Quintal
Dewas APMC,3.103,Metric Tonnes,Gram,2010.0,6750.0,6750.0,Rs./Quintal
Dhamnod APMC,12.76,Metric Tonnes,Gram,5635.0,7600.0,7600.0,Rs./Quintal
Dhar APMC,1.484,Metric Tonnes,Gram,4000.0,5905.0,5905.0,Rs./Quintal
Gadarwada APMC,14.085,Metric Tonnes,Gram,5280.0,5795.0,5601.0,Rs./Quintal
,25.985000000000003,Metric Tonnes,Gram,4101.0,5800.0,5400.0,Rs./Quintal
Gairatganj APMC,13.683000000000002,Metric Tonnes,Gram,5421.0,5737.0,5736.0,Rs./Quintal
,6.479000000000001,Metric Tonnes,Gram,5400.0,5731.0,5731.0,Rs./Quintal
Ganjbasoda APMC,280.924,Metric Tonnes,Gram,3600.0,5800.0,5600.0,Rs./Quintal
Garhakota APMC,42.410000000000004,Metric Tonnes,Gram,5290.0,5680.0,5550.0,Rs./Quintal
,0.51,Metric Tonnes,Desi (F.A.Q. Split),5485.0,5485.0,5485.0,Rs./Quintal
Gohad APMC,6.18,Metric Tonnes,Gram,5660.0,5755.0,5755.0,Rs./Quintal
Gotegaon APMC,3.5500000000000003,Metric Tonnes,Gram,5300.0,5525.0,5525.0,Rs./Quintal
Guna APMC,170.61,Metric Tonnes,Gram,3800.0,5845.0,5700.0,Rs./Quintal
Haatpipliya APMC,1.6710000000000003,Metric Tonnes,Gram,2100.0,5665.0,5665.0,Rs./Quintal
Harda APMC,148.678,Metric Tonnes,Chana Kabuli,1000.0,5980.0,5400.0,Rs./Quintal
,77.164,Metric Tonnes,Desi (F.A.Q. Split),2411.0,5941.0,5700.0,Rs./Quintal
Harsood APMC,7.172000000000001,Metric Tonnes,Gram,4501.0,5691.0,5590.0,Rs./Quintal
,8.925,Metric Tonnes,Gram,5750.0,5800.0,5800.0,Rs./Quintal
Hata APMC,15.0,Metric Tonnes,Gram,5600.0,5600.0,5600.0,Rs./Quintal
Ichhawar APMC,2.4210000000000003,Metric Tonnes,Gram,4401.0,5881.0,5680.0,Rs./Quintal
Indore APMC,26.807000000000002,Metric Tonnes,Gram,2650.0,6490.0,6490.0,Rs./Quintal
Isagarh APMC,9.401000000000002,Metric Tonnes,Gram,5340.0,5635.0,5635.0,Rs./Quintal
Itarsi APMC,56.879999999999995,Metric Tonnes,Gram,4150.0,5737.0,5610.0,Rs./Quintal
Jabalpur APMC,66.92,Metric Tonnes,Gram,4705.0,5750.0,5550.0,Rs./Quintal
,3.9000000000000004,Metric Tonnes,Desi (F.A.Q. Split),5000.0,5100.0,5100.0,Rs./Quintal
Jaora APMC,33.753,Metric Tonnes,Gram,3000.0,6151.0,5691.0,Rs./Quintal
Jeerapur APMC,0.44400000000000006,Metric Tonnes,Gram,5600.0,5600.0,5600.0,Rs./Quintal
Jobat APMC,24.560000000000002,Metric Tonnes,Gram,5200.0,5611.0,5600.0,Rs./Quintal
Kalapipal APMC,3.8090000000000006,Metric Tonnes,Gram,5390.0,5825.0,5825.0,Rs./Quintal
Kannod APMC,0.09100000000000001,Metric Tonnes,Chana Kabuli,4500.0,4500.0,4500.0,Rs./Quintal
,4.9110000000000005,Metric Tonnes,Gram,5100.0,5700.0,5700.0,Rs./Quintal
Kareli APMC,173.04000000000002,Metric Tonnes,Gram,4801.0,6370.0,5600.0,Rs./Quintal
Katni APMC,2.918,Metric Tonnes,Gram,5200.0,5570.0,5570.0,Rs./Quintal
,247.45000000000002,Metric Tonnes,Gram,4400.0,5776.0,5200.0,Rs./Quintal
Khachrod APMC,0.527,Metric Tonnes,Gram,5382.0,5450.0,5450.0,Rs./Quintal
Khandwa APMC,87.512,Metric Tonnes,Gram,3240.0,5800.0,5650.0,Rs./Quintal
Khargone APMC,16.296000000000003,Metric Tonnes,Gram,5500.0,7270.0,5901.0,Rs./Quintal
Khategaon APMC,16.565,Metric Tonnes,Gram,4800.0,5801.0,5501.0,Rs./Quintal
Khetia APMC,0.33,Metric Tonnes,Gram,5500.0,5500.0,5500.0,Rs./Quintal
Khilchipur APMC,3.4950000000000006,Metric Tonnes,Gram,5465.0,5585.0,5585.0,Rs./Quintal
Khirakiya APMC,35.555,Metric Tonnes,Desi (F.A.Q. Split),4880.0,5641.0,5550.0,Rs./Quintal
Khujner APMC,0.048,Metric Tonnes,Gram,4700.0,4700.0,4700.0,Rs./Quintal
Khurai APMC,84.528,Metric Tonnes,Gram,4000.0,5846.0,5589.0,Rs./Quintal
Kolaras APMC,11.697000000000001,Metric Tonnes,Gram,5205.0,5805.0,5460.0,Rs./Quintal
,54.16900000000001,Metric Tonnes,Gram,4975.0,5780.0,5780.0,Rs./Quintal
Kukshi APMC,2.9800000000000004,Metric Tonnes,Chana mausami,5700.0,5700.0,5700.0,Rs./Quintal
,6.115,Metric Tonnes,Gram,5350.0,5700.0,5700.0,Rs./Quintal
Kumbhraj APMC,36.25,Metric Tonnes,Gram,5380.0,6070.0,6005.0,Rs./Quintal
Kurawar APMC,4.732,Metric Tonnes,Gram,3020.0,5705.0,5565.0,Rs./Quintal
Lahar APMC,1.6,Metric Tonnes,Gram,5415.0,5461.0,5461.0,Rs./Quintal
Lashkar APMC,0.4,Metric Tonnes,Gram,5685.0,5685.0,5685.0,Rs./Quintal
Lateri APMC,5.938000000000001,Metric Tonnes,Gram,5145.0,5665.0,5555.0,Rs./Quintal
,2.511,Metric Tonnes,Desi (F.A.Q. Split),5640.0,5700.0,5700.0,Rs./Quintal
LavKush Nagar(Laundi) APMC,45.2,Metric Tonnes,Desi (F.A.Q. Split),5320.0,5620.0,5600.0,Rs./Quintal
,21.1,Metric Tonnes,Gram,5390.0,5450.0,5450.0,Rs./Quintal
Maksudangarh APMC,6.706,Metric Tonnes,Gram,5450.0,5790.0,5655.0,Rs./Quintal
,3.753,Metric Tonnes,Gram,5390.0,5785.0,5785.0,Rs./Quintal
Manasa APMC,99.80000000000001,Metric Tonnes,Gram,4401.0,5714.0,5650.0,Rs./Quintal
Mandsaur APMC,0.547,Metric Tonnes,Gram,5380.0,5581.0,5581.0,Rs./Quintal
,0.238,Metric Tonnes,Chana Kabuli,5450.0,5450.0,5450.0,Rs./Quintal
,4.2700000000000005,Metric Tonnes,Chana Kabuli,3800.0,7800.0,7800.0,Rs./Quintal
,52.327,Metric Tonnes,Gram,3001.0,5691.0,5499.0,Rs./Quintal
Mhow APMC,0.8029999999999999,Metric Tonnes,Gram,5391.0,6060.0,6060.0,Rs./Quintal
Morena APMC,1.612,Metric Tonnes,Gram,4700.0,4700.0,4700.0,Rs./Quintal
Mungawali APMC,8.319,Metric Tonnes,Gram,5155.0,5720.0,5595.0,Rs./Quintal
Nagod APMC,10.995000000000001,Metric Tonnes,Gram,5200.0,5626.0,5200.0,Rs./Quintal
Nainpur APMC,3.0260000000000002,Metric Tonnes,Desi (F.A.Q. Split),5000.0,5000.0,5000.0,Rs./Quintal
,5.6690000000000005,Metric Tonnes,Desi (F.A.Q. Split),5200.0,5500.0,5500.0,Rs./Quintal
Narsinghgarh APMC,5.5360000000000005,Metric Tonnes,Gram,2750.0,5760.0,5325.0,Rs./Quintal
Narsinghpur APMC,0.30000000000000004,Metric Tonnes,Desi (F.A.Q. Split),5700.0,5700.0,5700.0,Rs./Quintal
,101.76,Metric Tonnes,Desi (F.A.Q. Split),4760.0,5750.0,5600.0,Rs./Quintal
,1.1199999999999999,Metric Tonnes,Chana mausami,5571.0,5571.0,5571.0,Rs./Quintal
Nasrullaganj APMC,4.2490000000000006,Metric Tonnes,Gram,5300.0,5688.0,5688.0,Rs./Quintal
,13.357,Metric Tonnes,Gram,5138.0,5649.0,5649.0,Rs./Quintal
Neemuch APMC,53.68600000000001,Metric Tonnes,Gram,2000.0,5745.0,5643.0,Rs./Quintal
Obedullaganj APMC,9.504000000000001,Metric Tonnes,Gram,5295.0,5841.0,5841.0,Rs./Quintal
Panna APMC,23.012,Metric Tonnes,Gram,5075.0,5555.0,5425.0,Rs./Quintal
,5.261,Metric Tonnes,Gram,4250.0,5390.0,5360.0,Rs./Quintal
Pipariya APMC,260.55,Metric Tonnes,Gram,4612.0,5850.0,5700.0,Rs./Quintal
Piplya APMC,3.59,Metric Tonnes,Gram,5141.0,5546.0,5546.0,Rs./Quintal
Pohari APMC,1.4050000000000002,Metric Tonnes,Gram,5000.0,5390.0,5390.0,Rs./Quintal
Rahatgarh APMC,0.23500000000000001,Metric Tonnes,Desi (F.A.Q. Split),5390.0,5390.0,5390.0,Rs./Quintal
Raisen APMC,17.599,Metric Tonnes,Gram,5400.0,5841.0,5700.0,Rs./Quintal
Ratlam APMC,7.348000000000001,Metric Tonnes,Gram,4450.0,5804.0,5700.0,Rs./Quintal
Rehati APMC,1.3250000000000002,Metric Tonnes,Gram,5498.0,5511.0,5511.0,Rs./Quintal
Rehli APMC,2.8160000000000003,Metric Tonnes,Gram,3601.0,5407.0,5407.0,Rs./Quintal
Rewa APMC,0.6400000000000001,Metric Tonnes,Desi (F.A.Q. Split),5641.0,5641.0,5641.0,Rs./Quintal
Sagar APMC,114.02600000000001,Metric Tonnes,Gram,3625.0,5670.0,5575.0,Rs./Quintal
Sailana APMC,0.564,Metric Tonnes,Gram,4099.0,5807.0,5807.0,Rs./Quintal
Sanawad APMC,14.016,Metric Tonnes,Gram,5200.0,7300.0,5740.0,Rs./Quintal
Satna APMC,34.705000000000005,Metric Tonnes,Gram,4580.0,5825.0,5300.0,Rs./Quintal
Sehore APMC,0.051000000000000004,Metric Tonnes,Chana Kabuli,5060.0,5060.0,5060.0,Rs./Quintal
,0.5940000000000001,Metric Tonnes,Chana Kanta,5737.0,5743.0,5743.0,Rs./Quintal
,7.75,Metric Tonnes,Gram,1900.0,5817.0,5817.0,Rs./Quintal
Semriharchand APMC,9.265,Metric Tonnes,Desi (F.A.Q. Split),5176.0,5660.0,5660.0,Rs./Quintal
Sendhwa APMC,0.305,Metric Tonnes,Gram,5500.0,5775.0,5775.0,Rs./Quintal
Seoni APMC,3.7,Metric Tonnes,Gram,5325.0,5325.0,5325.0,Rs./Quintal
,0.485,Metric Tonnes,Gram,5400.0,5400.0,5400.0,Rs./Quintal
Sevda APMC,23.700000000000003,Metric Tonnes,Gram,5010.0,5720.0,5680.0,Rs./Quintal
Shadora APMC,1.1300000000000001,Metric Tonnes,Gram,5455.0,5755.0,5755.0,Rs./Quintal
Shahpura Bhitoni (F&V) APMC,2.8800000000000003,Metric Tonnes,Desi (F.A.Q. Split),5295.0,5405.0,5350.0,Rs./Quintal
,4.07,Metric Tonnes,Gram,5320.0,5400.0,5400.0,Rs./Quintal
Shajapur APMC,0.77,Metric Tonnes,Gram,3000.0,5255.0,5255.0,Rs./Quintal
Shamgarh APMC,6.7330000000000005,Metric Tonnes,Gram,4503.0,5731.0,5450.0,Rs./Quintal
Shamshabad APMC,1.31,Metric Tonnes,Gram,5101.0,5400.0,5400.0,Rs./Quintal
Sheopurbadod APMC,2.699,Metric Tonnes,Gram,5516.0,5580.0,5580.0,Rs./Quintal
Shivpuri APMC,10.4,Metric Tonnes,Gram,4850.0,5750.0,5695.0,Rs./Quintal
Shujalpur APMC,7.2090000000000005,Metric Tonnes,Gram,4701.0,5780.0,5780.0,Rs./Quintal
Sihora APMC,25.656000000000002,Metric Tonnes,Desi (F.A.Q. Split),5000.0,5650.0,5500.0,Rs./Quintal
